sportsbook,sport,league_info,game_date,game_time,game_participants,market,bet_selection_name,price,time_retrieved,suspended,line
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Total Alternate,Under 43.5,+575,2024-10-21T02:32:23.48538Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 43.5,+192,2024-10-21T02:32:24.27763Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Under 43.5,−103,2024-10-21T02:32:24.42363Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 44,−227,2024-10-21T02:32:24.56575Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 44,+183,2024-10-21T02:32:24.70265Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 44.5,−205,2024-10-21T02:32:24.83678Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Over 44.5,−102,2024-10-21T02:32:24.96611Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Under 44.5,+166,2024-10-21T02:32:25.11079Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Total Alternate,Under 44.5,−119,2024-10-21T02:32:25.24410Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Total Alternate,Over 45,−198,2024-10-21T02:32:25.38765Z,False,ALTERNATE
