sportsbook,sport,league_info,game_date,game_time,game_participants,market,bet_selection_name,price,time_retrieved,suspended,line
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -8,+335,2024-10-21T02:32:02.01683Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +8.5,−850,2024-10-21T02:32:02.39689Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +8.5,−462,2024-10-21T02:32:02.66690Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -8.5,+553,2024-10-21T02:32:02.83396Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -8.5,+344,2024-10-21T02:32:03.29288Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,BAL Ravens +9,−900,2024-10-21T02:32:03.42589Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +9,−490,2024-10-21T02:32:03.59691Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,00:15:00,BAL Ravens @ TB Buccaneers,Spread Alternate,TB Buccaneers -9,+580,2024-10-21T02:32:04.11792Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -9,+361,2024-10-21T02:32:04.42581Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +9.5,−498,2024-10-21T02:32:04.56378Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -9.5,+366,2024-10-21T02:32:04.75978Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +10,−596,2024-10-21T02:32:05.01879Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -10,+424,2024-10-21T02:32:05.15879Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,NY Jets +10.5,−425,2024-10-21T02:32:05.28979Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +10.5,−620,2024-10-21T02:32:05.49578Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-21,00:22:44,NY Jets @ PIT Steelers,Spread Alternate,PIT Steelers -10.5,+300,2024-10-21T02:32:05.68781Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -10.5,+437,2024-10-21T02:32:05.86483Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,LA Chargers +11,−700,2024-10-21T02:32:05.99578Z,False,ALTERNATE
DraftKings,Football,NFL,2024-10-22,01:00:00,LA Chargers @ ARI Cardinals,Spread Alternate,ARI Cardinals -11,+479,2024-10-21T02:32:06.16978Z,False,ALTERNATE
